"name";"latitude";"longitude";"status";"installation";"project";"path_data_files";"acquirer_importer_cfg"
"15N65E";15;65;"unknown";2018-06-01 00:00:00;"RAMA";"/srv/pmel/dadosEstacoes/15n65e";"{ ""regularity"": ""hr"", ""file_out_types"": [ ""perfil_dens"", ""perfil_temp"", ""perfil_sal"", ""met"", ""doppler""] }"
"8N67E";8;67;"active";2018-06-01 00:00:00;"RAMA";"/srv/pmel/dadosEstacoes/8n67e";"{ ""regularity"": ""hr"", ""file_out_types"": [ ""perfil_dens"", ""perfil_temp"", ""perfil_sal"", ""met"", ""doppler""] }"
"4N67E";4;67;"unknown";2018-06-01 00:00:00;"RAMA";"/srv/pmel/dadosEstacoes/4n67e";"{ ""regularity"": ""hr"", ""file_out_types"": [ ""perfil_dens"", ""perfil_temp"", ""perfil_sal"", ""met"", ""doppler""] }"
"2N67E";2;67;"active";2016-09-01 00:00:00;"RAMA";"/srv/pmel/dadosEstacoes/2n67e";"{ ""regularity"": ""hr"", ""file_out_types"": [ ""perfil_dens"", ""perfil_temp"", ""perfil_sal"", ""met"", ""doppler""] }"
"0N67E";0;67;"unknown";2014-08-01 00:00:00;"RAMA";"/srv/pmel/dadosEstacoes/0n67e";"{ ""regularity"": ""hr"", ""file_out_types"": [ ""perfil_dens"", ""perfil_temp"", ""perfil_sal"", ""met"", ""doppler""] }"
"2S67E";-2;67;"active";2013-07-01 00:00:00;"RAMA";"/srv/pmel/dadosEstacoes/2s67e";"{ ""regularity"": ""hr"", ""file_out_types"": [ ""perfil_dens"", ""perfil_temp"", ""perfil_sal"", ""met"", ""doppler""] }"
"4S67E";-4;67;"deactivated";2009-09-01 00:00:00;"RAMA";"/srv/pmel/dadosEstacoes/4s67e";"{ ""regularity"": ""hr"", ""file_out_types"": [ ""perfil_dens"", ""perfil_temp"", ""perfil_sal"", ""met"", ""doppler""] }"
"8S67E";-8;67;"deactivated";2007-01-01 00:00:00;"RAMA";"/srv/pmel/dadosEstacoes/8s67e";"{ ""regularity"": ""hr"", ""file_out_types"": [ ""perfil_dens"", ""perfil_temp"", ""perfil_sal"", ""met"", ""doppler""] }"
"12S67E";-12;67;"deactivated";2009-09-01 00:00:00;"RAMA";"/srv/pmel/dadosEstacoes/12s67e";"{ ""regularity"": ""hr"", ""file_out_types"": [ ""perfil_dens"", ""perfil_temp"", ""perfil_sal"", ""met"", ""doppler""] }"
"4S65E";-4;65;"active";2023-05-01 00:00:00;"RAMA";"/srv/pmel/dadosEstacoes/4s65e";"{ ""regularity"": ""hr"", ""file_out_types"": [ ""perfil_dens"", ""perfil_temp"", ""perfil_sal"", ""met"", ""doppler""] }"
"8S65E";-8;65;"active";2023-05-01 00:00:00;"RAMA";"/srv/pmel/dadosEstacoes/8s65e";"{ ""regularity"": ""hr"", ""file_out_types"": [ ""perfil_dens"", ""perfil_temp"", ""perfil_sal"", ""met"", ""doppler""] }"
"12S65E";-12;65;"active";2023-05-01 00:00:00;"RAMA";"/srv/pmel/dadosEstacoes/12s65e";"{ ""regularity"": ""hr"", ""file_out_types"": [ ""perfil_dens"", ""perfil_temp"", ""perfil_sal"", ""met"", ""doppler""] }"
"4S57E";-4;57;"unknown";2015-11-01 00:00:00;"RAMA";"/srv/pmel/dadosEstacoes/4s57e";"{ ""regularity"": ""hr"", ""file_out_types"": [ ""perfil_dens"", ""perfil_temp"", ""perfil_sal"", ""met"", ""doppler""] }"
"8S55E";-8;55;"unknown";2008-11-01 00:00:00;"RAMA";"/srv/pmel/dadosEstacoes/8s55e";"{ ""regularity"": ""hr"", ""file_out_types"": [ ""perfil_dens"", ""perfil_temp"", ""perfil_sal"", ""met"", ""doppler""] }"
"12S55E";-12;55;"deactivated";2008-11-01 00:00:00;"RAMA";"/srv/pmel/dadosEstacoes/12s55e";"{ ""regularity"": ""hr"", ""file_out_types"": [ ""perfil_dens"", ""perfil_temp"", ""perfil_sal"", ""met"", ""doppler""] }"
"16S55E";-16;55;"deactivated";2010-10-01 00:00:00;"RAMA";"/srv/pmel/dadosEstacoes/16s55e";"{ ""regularity"": ""hr"", ""file_out_types"": [ ""perfil_dens"", ""perfil_temp"", ""perfil_sal"", ""met"", ""doppler""] }"
